Year,Indicator Name,Indicator Code,Value
2022,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,238820000.0
2021,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,242270000.0
2020,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,185790000.0
2019,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,163360000.0
2018,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,193260000.0
2017,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,187570000.0
2016,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,161160000.0
2015,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,199590000.0
2014,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,215290000.0
2013,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,246070000.0
2012,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,241620000.0
2011,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,301430000.0
2010,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,328090000.0
2009,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,411710000.0
2008,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,458310000.0
2007,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,381490000.0
2006,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,374410000.0
2005,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,635100000.0
2004,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,193310000.0
2003,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,138100000.0
2002,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,119160000.0
2001,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,102970000.0
2000,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,111750000.0
1999,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,113620000.0
1998,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,117680000.0
1997,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,114840000.0
1996,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,142870000.0
1995,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,171700000.0
1994,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,156680000.0
1993,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,196670000.0
1992,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,138980000.0
1991,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,167910000.0
1990,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,215950000.0
1989,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,192000000.0
1988,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,193530000.0
1987,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,191050000.0
1986,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,173200000.0
1985,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,150160000.0
1984,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,179690000.0
1983,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,183510000.0
1982,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,170590000.0
1981,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,177710000.0
1980,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,160360000.0
1979,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,116040000.0
1978,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,83050000.0
1977,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,70630000.0
1976,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,58560000.0
1975,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,55790000.0
1974,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,23810000.0
1973,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,18390000.0
1972,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,8640000.0
1971,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,16210000.0
1970,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,15400000.0
1969,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,8070000.0
1968,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,7390000.0
1967,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,8530000.0
1966,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,10430000.0
1965,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,8890000.0
1964,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,6020000.0
1963,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,6270000.0
1962,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,10780000.0
1961,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,11990000.0
1960,"Grants, excluding technical cooperation (BoP, current US$)",BX.GRT.EXTA.CD.WD,10530000.0
2022,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,52320000.0
2021,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,59050000.0
2020,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,49540000.0
2019,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,51350000.0
2018,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,60890000.0
2017,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,74150000.0
2016,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,65430000.0
2015,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,53390000.0
2014,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,64270000.0
2013,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,66990000.0
2012,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,75640000.0
2011,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,79990000.0
2010,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,77820000.0
2009,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,69000000.0
2008,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,91690000.0
2007,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,91120000.0
2006,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,111440000.0
2005,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,93910000.0
2004,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,74940000.0
2003,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,96770000.0
2002,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,73040000.0
2001,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,76900000.0
2000,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,77560000.0
1999,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,85960000.0
1998,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,80180000.0
1997,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,93860000.0
1996,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,96280000.0
1995,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,114020000.0
1994,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,97690000.0
1993,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,112960000.0
1992,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,129340000.0
1991,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,130700000.0
1990,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,102870000.0
1989,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,97240000.0
1988,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,105360000.0
1987,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,74960000.0
1986,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,70650000.0
1985,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,54880000.0
1984,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,45210000.0
1983,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,54040000.0
1982,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,44860000.0
1981,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,43310000.0
1980,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,54730000.0
1979,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,42570000.0
1978,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,31810000.0
1977,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,21730000.0
1976,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,20140000.0
1975,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,20410000.0
1974,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,15650000.0
1973,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,11540000.0
1972,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,9050000.0
1971,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,7410000.0
1970,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,6700000.0
1969,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,5850000.0
1968,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,3180000.0
1967,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,3590000.0
1966,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,2880000.0
1965,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,1280000.0
1964,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,1000000.0
1963,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,780000.0
1962,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,800000.0
1961,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,540000.0
1960,"Technical cooperation grants (BoP, current US$)",BX.GRT.TECH.CD.WD,560000.0
2022,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,50549999.24
2021,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,20090000.15
2020,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,13210000.04
2019,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,16520000.46
2018,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,16809999.47
2017,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,21530000.69
2016,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,10699999.81
2015,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,25489999.77
2014,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,50900001.53
2013,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,28110000.61
2012,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,44180000.31
2011,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,58220001.22
2010,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,61220001.22
2009,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,43580001.83
2008,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,21959999.08
2007,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,17620000.84
2006,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,22959999.08
2005,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,43270000.46
2004,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,18930000.31
2003,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,6309999.94
2002,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,4260000.23
2001,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,4000000.0
2000,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,6699999.81
1999,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,6269999.98
1998,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,5650000.1
1997,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,6440000.06
1996,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,10439999.58
1995,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,6849999.9
1994,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,5880000.11
1993,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,6489999.77
1992,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,5599999.9
1991,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,4989999.77
1990,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,4000000.0
1989,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,5130000.11
1988,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,2730000.02
1987,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,1429999.95
1986,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,2230000.02
1985,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,2450000.05
1984,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,8689999.58
1983,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,7940000.06
1982,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,11470000.27
1981,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,9750000.0
1980,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,3619999.89
1979,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,5010000.23
1978,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,5889999.87
1977,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,2539999.96
1976,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,2519999.98
1975,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,9020000.46
1974,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,4460000.04
1973,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,2250000.0
1972,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,1279999.97
1971,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,1230000.02
1970,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,1139999.99
1969,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,1100000.02
1968,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,1070000.05
1967,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,1019999.98
1966,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,1110000.01
1965,"Net bilateral aid flows from DAC donors, Australia (current US$)",DC.DAC.AUSL.CD,1529999.97
2022,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,569999.99
2021,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,1880000.0
2020,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,1350000.02
2019,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,4510000.23
2018,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,6130000.11
2017,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,3220000.03
2016,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,2190000.06
2015,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,1230000.02
2014,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,2019999.98
2013,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,1630000.0
2012,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,280000.0
2011,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,1139999.99
2010,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,1580000.04
2009,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,2210000.04
2008,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,5000000.0
2007,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,3970000.03
2006,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,5719999.79
2005,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,9779999.73
2004,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,220000.0
2003,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,430000.01
2002,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,230000.0
2001,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,310000.0
2000,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,200000.0
1999,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,150000.01
1998,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,120000.0
1997,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,120000.0
1996,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,289999.99
1995,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,150000.01
1994,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,259999.99
1993,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,200000.0
1992,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,730000.02
1991,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,1649999.98
1990,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,889999.99
1989,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,180000.01
1988,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,80000.0
1987,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,80000.0
1986,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,70000.0
1985,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,50000.0
1984,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,60000.0
1983,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,60000.0
1982,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,100000.0
1981,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,40000.0
1980,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,60000.0
1979,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,70000.0
1978,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,30000.0
1977,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,10000.0
1976,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,10000.0
1971,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,-20000.0
1970,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,-20000.0
1969,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,-20000.0
1967,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,30000.0
1966,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,-20000.0
1965,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,80000.0
1964,"Net bilateral aid flows from DAC donors, Austria (current US$)",DC.DAC.AUTL.CD,10000.0
2022,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,259999.99
2021,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,410000.0
2020,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,170000.0
2019,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,620000.0
2018,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,829999.98
2017,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,819999.99
2016,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,750000.0
2015,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,1720000.03
2014,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,3829999.92
2013,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,419999.99
2012,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,1299999.95
2011,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,730000.02
2010,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,220000.0
2009,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,5530000.21
2008,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,2220000.03
2007,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,1529999.97
2006,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,769999.98
2005,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,5369999.89
2004,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,90000.0
2003,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,90000.0
2002,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,20000.0
2001,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,10000.0
2000,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,120000.0
1999,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,140000.0
1998,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,239999.99
1997,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,250000.0
1996,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,419999.99
1995,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,740000.01
1994,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,670000.02
1993,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,1320000.05
1992,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,860000.01
1991,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,899999.98
1990,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,1080000.04
1989,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,449999.99
1988,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,970000.03
1987,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,839999.97
1986,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,990000.01
1985,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,1110000.01
1984,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,649999.98
1983,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,259999.99
1982,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,280000.0
1981,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,190000.0
1980,"Net bilateral aid flows from DAC donors, Belgium (current US$)",DC.DAC.BELL.CD,250000.0
