Year,Indicator Name,Indicator Code,Value
1974,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,60829999.3
1973,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,44109999.53
1972,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,49020000.33
1971,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,46609999.55
1970,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,44419999.75
1969,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,46279999.72
1968,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,42449999.51
1967,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,45109999.97
1966,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,28329999.56
1965,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,13670000.31
1964,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,8379999.97
1963,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,10709999.92
1962,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,12779999.94
1961,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,11990000.11
1960,"Net bilateral aid flows from DAC donors, Total (current US$)",DC.DAC.TOTL.CD,10530000.04
2022,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,10000000.0
2021,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,54689998.63
2020,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,19319999.69
2019,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,11909999.85
2018,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,36970001.22
2017,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,5460000.04
2016,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,3230000.02
2015,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,-7079999.92
2014,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,7940000.06
2013,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,30979999.54
2012,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,5030000.21
2011,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,23250000.0
2010,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,28909999.85
2009,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,32310001.37
2008,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,51790000.92
2007,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,33479999.54
2006,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,29180000.31
2005,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,59139999.39
2004,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,-3369999.89
2003,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,-8550000.19
2002,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,-11020000.46
2001,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,-9689999.58
2000,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,-3859999.9
1999,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,5150000.1
1998,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,-600000.02
1997,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,5000000.0
1996,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,4000000.0
1995,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,25000000.0
1994,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,37000000.0
1993,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,77000000.0
1992,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,52000000.0
1991,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,78000000.0
1990,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,75000000.0
1989,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,43000000.0
1988,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,41000000.0
1987,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,35000000.0
1986,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,66000000.0
1985,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,85000000.0
1984,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,76000000.0
1983,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,62000000.0
1982,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,49000000.0
1981,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,31000000.0
1980,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,55000000.0
1979,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,40000000.0
1978,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,41000000.0
1977,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,37000000.0
1976,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,26000000.0
1975,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,23000000.0
1974,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,7000000.0
1973,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,9000000.0
1972,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,17000000.0
1971,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,14000000.0
1970,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,10000000.0
1969,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,20000000.0
1968,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,18229999.54
1967,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,13649999.62
1966,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,5719999.79
1965,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,3900000.1
1964,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,3000000.0
1963,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,4000000.0
1962,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,8000000.0
1961,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,9000000.0
1960,"Net bilateral aid flows from DAC donors, United States (current US$)",DC.DAC.USAL.CD,8000000.0
2022,"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,327499.0
2021,"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,550310.02
2020,"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,194784.21
2019,"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,499635.85
2018,"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,284086.41
2013,"Net official flows from UN agencies, FAO (current US$)",DT.NFL.FAOG.CD,340918.21
2022,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,693803.97
2021,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,259246.26
2020,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,464854.6
2019,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,514936.69
2018,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,726596.24
2017,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,477172.82
2016,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,455009.85
2015,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,465590.69
2014,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,620000.0
2013,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,410000.0
2012,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,259999.99
2011,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,239999.99
2010,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,690000.0
2009,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,400000.01
2008,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,569999.99
2007,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,500000.0
2006,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,709999.98
2022,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,786970.02
2021,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,426000.0
2020,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,5614855.77
2019,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,7798313.14
2018,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,47710.0
2017,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,7269469.74
2016,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,19856079.1
2015,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,2415776.01
2014,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,4710000.04
2013,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,7809999.94
2012,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,14180000.31
2011,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,14329999.92
2010,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,7699999.81
2009,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,11380000.11
2008,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,3000000.0
2007,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,2420000.08
2006,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,1789999.96
2005,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,-70000.0
2004,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,-130000.0
2003,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,2250000.0
2002,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,2089999.91
2001,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,2480000.02
2000,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,3059999.94
1999,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,2220000.03
1998,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,1769999.98
1997,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,1809999.94
1996,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,2400000.1
1995,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,2289999.96
1994,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,1639999.99
1993,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,1720000.03
1992,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,1630000.0
1991,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,2700000.05
1990,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,3450000.05
1989,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,2910000.09
1988,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,2109999.9
1987,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,7119999.89
1986,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,5929999.83
1985,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,6050000.19
1984,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,3559999.94
1983,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,1789999.96
1982,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,2160000.09
1981,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,3460000.04
1980,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,1769999.98
1979,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,1240000.01
2022,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,1697260.98
2021,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,1452999.95
2020,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,1335073.59
2019,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,2661619.9
2018,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,1854251.03
2017,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,793309.99
2016,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,888809.98
2015,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,893159.99
2014,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,682980.0
2013,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,715360.11
2012,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,602630.26
2016,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,47345.4
2015,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,96802.0
2014,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,78270.72
2013,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,105155.02
2012,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,264611.3
2011,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,589999.97
2010,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,300000.01
2009,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,449999.99
2008,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,259999.99
2007,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,610000.01
2006,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,90000.0
2005,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,30000.0
2022,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,517000.02
2021,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,959999.98
2020,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1062000.04
2019,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1264000.06
2018,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,944584.79
2017,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1869959.95
2016,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1280475.14
2015,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1101130.01
2014,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1048303.96
2013,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1152074.34
2012,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1117243.17
2011,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1059999.94
2010,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,740000.01
2009,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,3349999.9
2008,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1100000.02
2007,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,769999.98
2006,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,930000.01
2005,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,709999.98
2004,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,970000.03
2003,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1120000.0
2002,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,730000.02
2001,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,829999.98
2000,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,709999.98
1999,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1179999.95
1998,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1639999.99
1997,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1610000.01
1996,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,4369999.89
1995,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,3210000.04
1994,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,3220000.03
1993,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,3180000.07
1992,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,4389999.87
1991,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,5019999.98
1990,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,4539999.96
1989,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,3599999.9
1988,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,5269999.98
1987,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,4280000.21
1986,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,4010000.23
1985,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,3150000.1
1984,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,2579999.92
1983,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,2619999.89
1982,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,3009999.99
1981,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,3599999.9
1980,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,6309999.94
1979,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,3640000.1
1978,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1929999.95
1977,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1429999.95
1976,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1049999.95
1975,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1570000.05
1974,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,1340000.03
1973,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,860000.01
1972,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,160000.0
1971,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,670000.02
1970,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,500000.0
2022,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,1652699.95
2021,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,1981220.01
2020,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,1650121.93
2019,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,354345.59
2018,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,1812582.14
2017,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,3312180.04
2016,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,2839130.88
2015,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,3180142.16
2012,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,1075500.01
2008,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,1990000.01
2007,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,110000.0
2006,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,100000.0
2005,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,500000.0
2003,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,5090000.15
2002,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,5360000.13
2001,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,5190000.06
2000,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,4530000.21
1999,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,40000.0
1998,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,50000.0
1997,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,40000.0
1996,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,40000.0
1995,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,5409999.85
1994,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,5230000.02
1993,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,4739999.77
1992,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,3740000.01
1991,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,1220000.03
1990,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,2160000.09
1989,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,2869999.89
1988,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,6469999.79
2022,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,921475.65
2021,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,561265.71
2020,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,631977.8
2019,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,666922.57
2018,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,353322.74
2017,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,720780.01
2016,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,687741.22
2015,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,1631098.87
2014,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,1608370.78
2013,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,892838.0
2012,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,2156719.68
2011,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,3059999.94
2010,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,3369999.89
2009,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,3559999.94
2008,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,3339999.91
2007,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,2960000.04
2006,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,3109999.9
2005,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,2559999.94
2004,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,2480000.02
2003,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,3190000.06
2002,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,1659999.97
2001,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,3180000.07
2000,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,4989999.77
1999,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,5650000.1
1998,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,5389999.87
1997,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,6599999.9
1996,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,4150000.1
1995,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,4570000.17
1994,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,6000000.0
1993,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,7280000.21
1992,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,12220000.27
1991,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,9569999.69
1990,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,7440000.06
1989,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,7380000.11
1988,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,8699999.81
1987,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,7719999.79
1986,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,7690000.06
1985,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,7300000.19
1984,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,6590000.15
1983,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,7760000.23
1982,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,7889999.87
1981,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,7519999.98
1980,"Net official flows from UN agencies, UNDP (current US$)",DT.NFL.UNDP.CD,7659999.85
